ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,Sex_Sort,Instr_time_1,Instr_time_2,Instr_time_3,Instr_time_4,Story1B,1B_Improb_1,1B_Improb_2,1B_Improb_3,1B_Improb_4,1B_Immoral_1,1B_Immoral_2,1B_Immoral_3,1B_Immoral_4,1B_Impossible_1,1B_Impossible_2,1B_Impossible_3,1B_Impossible_4,1B_time_1,1B_time_2,1B_time_3,1B_time_4,Story2b,2B_Improbable_1,2B_Improbable_2,2B_Improbable_3,2B_Improbable_4,2B_Immoral_1,2B_Immoral_2,2B_Immoral_3,2B_Immoral_4,2B_Impossible_1,2B_Impossible_2,2B_Impossible_3,2B_Impossible_4,2B_time_1,2B_time_2,2B_time_3,2B_time_4,Story3b,3B_Improbable_1,3B_Improbable_2,3B_Improbable_3,3B_Improbable_4,3B_Immoral_1,3B_Immoral_2,3B_Immoral_3,3B_Immoral_4,3B_Impossible_1,3B_Impossible_2,3B_Impossible_3,3B_Impossible_4,3B_time_1,3B_time_2,3B_time_3,3B_time_4,Story4b,4B_Improbable_1,4B_Improbable_2,4B_Improbable_3,4B_Improbable_4,4B_Immoral_1,4B_Immoral_2,4B_Immoral_3,4B_Immoral_4,4B_Impossible_1,4B_Impossible_2,4B_Impossible_3,4B_Impossible_4,4B_time_1,4B_time_2,4B_time_3,4B_time_4,Story5b,5B_Improbable_1,5B_Improbable_2,5B_Improbable_3,5B_Improbable_4,5B_Immoral_1,5B_Immoral_2,5B_Immoral_3,5B_Immoral_4,5B_Impossible_1,5B_Impossible_2,5B_Impossible_3,5B_Impossible_4,5B_time_1,5B_time_2,5B_time_3,5B_time_4,Story6b,6B_improbable_1,6B_improbable_2,6B_improbable_3,6B_improbable_4,6B_immoral_1,6B_immoral_2,6B_immoral_3,6B_immoral_4,6B_impossible_1,6B_impossible_2,6B_impossible_3,6B_impossible_4,6B_time_1,6B_time_2,6B_time_3,6B_time_4,Story7b,7B_Improbable_1,7B_Improbable_2,7B_Improbable_3,7B_Improbable_4,7B_Immoral_1,7B_Immoral_2,7B_Immoral_3,7B_Immoral_4,7B_Impossible_1,7B_Impossible_2,7B_Impossible_3,7B_Impossible_4,7B_time_1,7B_time_2,7B_time_3,7B_time_4,story8b,8B_Improbable_1,8B_Improbable_2,8B_Improbable_3,8B_Improbable_4,8B_Immoral_1,8B_Immoral_2,8B_Immoral_3,8B_Immoral_4,8B_Impossible_1,8B_Impossible_2,8B_Impossible_3,8B_Impossible_4,8B_time_1,8B_time_2,8B_time_3,8B_time_4,Story1g,1G_Improbable_1,1G_Improbable_2,1G_Improbable_3,1G_Improbable_4,1G_Immoral_1,1G_Immoral_2,1G_Immoral_3,1G_Immoral_4,1G_Impossible_1,1G_Impossible_2,1G_Impossible_3,1G_Impossible_4,1G_time_1,1G_time_2,1G_time_3,1G_time_4,Story2g,2G_Improbable_1,2G_Improbable_2,2G_Improbable_3,2G_Improbable_4,2G_Immoral_1,2G_Immoral_2,2G_Immoral_3,2G_Immoral_4,2G_Impossible_1,2G_Impossible_2,2G_Impossible_3,2G_Impossible_4,2G_time_1,2G_time_2,2G_time_3,2G_time_4,Story3g,3G_Improbable_1,3G_Improbable_2,3G_Improbable_3,3G_Improbable_4,3G_Immoral_1,3G_Immoral_2,3G_Immoral_3,3G_Immoral_4,3G_Impossible_1,3G_Impossible_2,3G_Impossible_3,3G_Impossible_4,3G_time_1,3G_time_2,3G_time_3,3G_time_4,Story4g,4G_improbable_1,4G_improbable_2,4G_improbable_3,4G_improbable_4,4G_immoral_1,4G_immoral_2,4G_immoral_3,4G_immoral_4,4G_impossible_1,4G_impossible_2,4G_impossible_3,4G_impossible_4,4G_time_1,4G_time_2,4G_time_3,4G_time_4,Story5g,5G_improbable_1,5G_improbable_2,5G_improbable_3,5G_improbable_4,5G_Immoral_1,5G_Immoral_2,5G_Immoral_3,5G_Immoral_4,5G_Impossible_1,5G_Impossible_2,5G_Impossible_3,5G_Impossible_4,5G_time_1,5G_time_2,5G_time_3,5G_time_4,Story6g,6G_improbable_1,6G_improbable_2,6G_improbable_3,6G_improbable_4,6G_immoral_1,6G_immoral_2,6G_immoral_3,6G_immoral_4,6G_impossible_1,6G_impossible_2,6G_impossible_3,6G_impossible_4,6G_time_1,6G_time_2,6G_time_3,6G_time_4,Story7g,7G_improbable_1,7G_improbable_2,7G_improbable_3,7G_improbable_4,7G_immoral_1,7G_immoral_2,7G_immoral_3,7G_immoral_4,7G_impossible_1,7G_impossible_2,7G_impossible_3,7G_impossible_4,7G_time_1,7G_time_2,7G_time_3,7G_time_4,Story8g,8G_improbable_1,8G_improbable_2,8G_improbable_3,8G_improbable_4,8G_immoral_1,8G_immoral_2,8G_immoral_3,8G_immoral_4,8G_impossible_1,8G_impossible_2,8G_impossible_3,8G_impossible_4,8G_time_1,8G_time_2,8G_time_3,8G_time_4,Demo_Instr,Age,Gender,Ethnicity,Education,SES,Lang,DO-BR-FL_29,DO-BR-FL_28,DO-BL-Story1B,DO-BL-Story2B,DO-BL-Story3B,DO-BL-Story4B,DO-BL-Story5B,DO-BL-Story6B,DO-BL-Story7B,DO-BL-Story8B,DO-BL-Story1G,DO-BL-Story2G,DO-BL-Story3G,DO-BL-Story4G,DO-BL-Story5G,DO-BL-Story6G,DO-BL-Story7G,DO-BL-Story8G,DO-Q-1B_Improb,DO-Q-3B_Improbable,DO-Q-4B_Improbable,DO-Q-5B_Improbable,DO-Q-6B_improbable,DO-Q-7B_Improbable,DO-Q-8B_Improbable,DO-Q-1G_Improbable,DO-Q-2G_Improbable,DO-Q-3G_Improbable,DO-Q-4G_improbable,DO-Q-5G_improbable,DO-Q-6G_improbable,DO-Q-7G_improbable,DO-Q-8G_improbable,DO-Q-2B_Improbable,DO-Q-1B_Immoral,DO-Q-1B_Impossible,DO-Q-2B_Impossible,DO-Q-3B_Impossible,DO-Q-4B_Impossible,DO-Q-5B_Impossible,DO-Q-6B_impossible,DO-Q-7B_Impossible,DO-Q-8B_Impossible,DO-Q-1G_Impossible,DO-Q-2G_Impossible,DO-Q-3G_Impossible,DO-Q-4G_impossible,DO-Q-5G_Impossible,DO-Q-6G_impossible,DO-Q-7G_impossible,DO-Q-8G_impossible,DO-Q-2B_Immoral,DO-Q-3B_Immoral,DO-Q-4B_Immoral,DO-Q-5B_Immoral,DO-Q-6B_immoral,DO-Q-7B_Immoral,DO-Q-8B_Immoral,DO-Q-1G_Immoral,DO-Q-2G_Immoral,DO-Q-3G_Immoral,DO-Q-5G_Immoral,DO-Q-6G_immoral,DO-Q-7G_immoral,DO-Q-8G_immoral,DO-Q-4G_immoral,LocationLatitude,LocationLongitude,LocationAccuracy
R_1IBpeH8ToGeYAnH,Default Response Set,Anonymous,,,73.14.39.123,0,3/21/2017 10:01,3/21/2017 10:11,1,1,1,1,339.984,339.984,340.721,1,1,1,1,2,2,,,,,,,,,11.564,24.653,25.388,7,1,,,,,,,,,1,2,2,2,17.357,25.269,25.956,4,1,1,1,2,2,,,,,,,,,15.871,36.367,37.39,4,1,,,,,3,2,1,2,,,,,9.443,25.188,25.988,5,1,,,,,3,2,1,2,,,,,9.099,19.971,20.722,5,1,,,,,3,1,1,2,,,,,12.781,46.534,47.454,4,1,1,1,2,2,,,,,,,,,15.943,33.896,34.615,4,1,,,,,,,,,1,2,2,2,7.634,17.922,18.657,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,5,3,8,1,Story 7B|Story 1B|Story 6B|Story 2B|Story 3B|Story 5B|Story 8B|Story 4B,,Story1B|1B_Improb|1B_time,Story2b|2B_Impossible|2B_time,Story3b|3B_Improbable|3B_time,Story4b|4B_Immoral|4B_time,Story5b|5B_Immoral|5B_time,Story6b|6B_immoral|6B_time,Story7b|7B_Improbable|7B_time,story8b|8B_Impossible|8B_time,,,,,,,,,2|4|1|3,3|4|2|1,1|2|3|4,1|2|3|4,1|2|3|4,1|2|4|3,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,2|1|4|3,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,3|1|2|4,,,,,,,,,1|2|3|4,1|2|3|4,4|3|1|2,1|2|3|4,11|8|9|10,1|2|3|4,1|2|3|4,,,,,,,,,40.52400208,-105.1396027,-1
R_29fT5jaBOOZfIkU,Default Response Set,Anonymous,,,71.199.222.214,0,3/21/2017 10:07,3/21/2017 10:11,1,1,1,1,4.697,4.697,5.836,1,1,1,1,2,2,,,,,,,,,13.043,24.829,25.282,5,1,,,,,,,,,1,2,2,2,7.639,18.692,19.164,4,1,,,,,,,,,1,2,2,2,10.931,32.47,33.742,7,1,,,,,3,1,1,2,,,,,12.61,43.876,44.079,7,1,1,2,2,2,,,,,,,,,18.127,28.919,30.817,4,1,,,,,3,3,1,2,,,,,11.643,23.125,26.996,5,1,1,1,2,2,,,,,,,,,9.392,21.369,21.931,6,1,1,1,2,2,,,,,,,,,8.512,21.553,22.285,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,2,9,1,Story 4B|Story 3B|Story 2B|Story 1B|Story 7B|Story 8B|Story 5B|Story 6B,,Story1B|1B_Improb|1B_time,Story2b|2B_Impossible|2B_time,Story3b|3B_Impossible|3B_time,Story4b|4B_Immoral|4B_time,Story5b|5B_Improbable|5B_time,Story6b|6B_immoral|6B_time,Story7b|7B_Improbable|7B_time,story8b|8B_Improbable|8B_time,,,,,,,,,4|2|1|3,1|2|3|4,1|2|3|4,4|1|3|2,1|2|3|4,3|2|4|1,4|1|2|3,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,3|2|1|4,4|2|3|1,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,2|1|4|3,1|2|3|4,10|8|9|11,1|2|3|4,1|2|3|4,,,,,,,,,26.53779602,-81.01129913,-1
R_1BsUekbzjR9ChoZ,Default Response Set,Anonymous,,,71.56.151.182,0,3/21/2017 10:04,3/21/2017 10:11,1,1,1,1,65.256,65.256,66.23,1,1,3,1,1,2,,,,,,,,,17.694,38.045,42.811,4,1,,,,,3,2,1,2,,,,,16.214,37.245,41.568,5,1,,,,,3,1,1,2,,,,,18.476,38.661,55.133,6,1,,,,,,,,,1,3,2,2,16.061,41.331,42.623,5,1,,,,,,,,,1,3,2,2,37.732,53.404,54.32,5,1,3,1,1,2,,,,,,,,,11.888,31.01,38.749,5,1,,,,,3,2,1,2,,,,,9.222,28.027,28.559,4,1,3,1,2,2,,,,,,,,,5.722,30.646,33.123,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,5,5,8,1,Story 3B|Story 4B|Story 5B|Story 6B|Story 1B|Story 2B|Story 7B|Story 8B,,Story1B|1B_Improb|1B_time,Story2b|2B_Immoral|2B_time,Story3b|3B_Immoral|3B_time,Story4b|4B_Impossible|4B_time,Story5b|5B_Impossible|5B_time,Story6b|6B_improbable|6B_time,Story7b|7B_Immoral|7B_time,story8b|8B_Improbable|8B_time,,,,,,,,,4|3|1|2,1|2|3|4,1|2|3|4,1|2|3|4,2|1|3|4,1|2|3|4,2|3|1|4,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,2|3|1|4,2|3|1|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,4|1|2|3,2|4|3|1,1|2|3|4,1|2|3|4,8|9|10|11,4|3|2|1,1|2|3|4,,,,,,,,,44.63909912,-123.2709961,-1
R_3nGkDOURWEDbsI2,Default Response Set,Anonymous,,,73.244.199.117,0,3/21/2017 10:06,3/21/2017 10:11,1,1,1,1,9.593,9.593,10.888,1,1,,,,,,,,,3,2,2,2,12.143,32.175,33.174,4,1,,,,,3,2,2,2,,,,,27.344,45.432,46.436,4,1,,,,,3,2,2,2,,,,,27.748,38.612,39.452,4,1,,,,,,,,,3,2,2,2,7.272,15.896,17.108,4,1,,,,,,,,,1,2,2,2,27.024,39.343,46.269,5,1,,,,,3,2,2,2,,,,,13.976,26.687,27.501,4,1,,,,,3,2,1,2,,,,,12.7,22.98,23.764,4,1,3,1,2,2,,,,,,,,,10.372,22.375,23.868,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,5,5,8,1,Story 2B|Story 7B|Story 5B|Story 1B|Story 6B|Story 8B|Story 4B|Story 3B,,Story1B|1B_Impossible|1B_time,Story2b|2B_Immoral|2B_time,Story3b|3B_Immoral|3B_time,Story4b|4B_Impossible|4B_time,Story5b|5B_Impossible|5B_time,Story6b|6B_immoral|6B_time,Story7b|7B_Immoral|7B_time,story8b|8B_Improbable|8B_time,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,4|3|2|1,,,,,,,,,1|2|3|4,1|2|3|4,4|3|2|1,1|2|3|4,1|2|3|4,3|2|4|1,2|3|1|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,3|2|1|4,1|2|3|4,1|2|3|4,10|9|11|8,4|3|2|1,1|2|3|4,,,,,,,,,26.02119446,-80.1894989,-1
R_C3SBD2puXzb3a93,Default Response Set,Anonymous,,,66.195.54.234,0,3/21/2017 10:08,3/21/2017 10:11,1,1,1,1,6.248,6.248,8.814,1,1,,,,,,,,,1,2,2,2,12.046,22.03,24.31,4,1,1,3,2,2,,,,,,,,,7.268,17.669,18.268,5,1,,,,,3,3,1,2,,,,,8.013,18.253,19.036,4,1,1,2,2,2,,,,,,,,,13.185,28.849,29.681,4,1,,,,,,,,,1,3,2,2,10.989,20.366,21.084,4,1,1,1,2,2,,,,,,,,,5.052,13.428,16.226,4,1,1,2,2,2,,,,,,,,,8.177,14.906,15.497,4,1,,,,,3,3,1,2,,,,,8.103,24.407,26.198,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,5,5,3,1,Story 8B|Story 1B|Story 3B|Story 5B|Story 4B|Story 2B|Story 6B|Story 7B,,Story1B|1B_Impossible|1B_time,Story2b|2B_Improbable|2B_time,Story3b|3B_Immoral|3B_time,Story4b|4B_Improbable|4B_time,Story5b|5B_Impossible|5B_time,Story6b|6B_improbable|6B_time,Story7b|7B_Improbable|7B_time,story8b|8B_Immoral|8B_time,,,,,,,,,1|2|3|4,1|2|3|4,1|2|4|3,1|2|3|4,2|1|3|4,4|1|3|2,1|2|3|4,,,,,,,,,4|1|3|2,1|2|3|4,3|4|1|2,1|2|3|4,1|2|3|4,1|2|3|4,2|4|1|3,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,4|1|3|2,1|2|3|4,1|2|3|4,8|9|10|11,1|2|3|4,3|4|2|1,,,,,,,,,38.93119812,-84.10630035,-1
R_1DZS10rg82CZqSj,Default Response Set,Anonymous,,,173.67.141.50,0,3/21/2017 10:02,3/21/2017 10:11,1,1,1,2,24.073,24.073,24.881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,,,,,,,,,36.978,51.391,52.375,4,1,,,,,3,2,1,2,,,,,27.692,43.132,45.356,4,1,,,,,3,1,1,2,,,,,81.299,103.074,107.606,4,1,1,1,2,2,,,,,,,,,36.515,56.158,58.301,5,1,1,1,2,2,,,,,,,,,44.688,51.769,52.708,4,1,,,,,,,,,1,2,2,2,29.685,43.396,44.449,5,1,,,,,,,,,1,2,2,2,61.086,69.549,75.827,4,1,,,,,,,,,1,2,2,2,33.293,46.829,47.688,4,,23,2,5,2,7,1,,Story 3G|Story 8G|Story 7G|Story 4G|Story 2G|Story 1G|Story 5G|Story 6G,,,,,,,,,Story1g|1G_Improbable|1G_time,Story2g|2G_Immoral|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_improbable|4G_time,Story5g|5G_improbable|5G_time,Story6g|6G_impossible|6G_time,Story7g|7G_impossible|7G_time,Story8g|8G_impossible|8G_time,,,,,,,,4|1|3|2,1|2|3|4,1|2|3|4,3|2|4|1,2|1|4|3,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,4|3|1|2,1|4|2|3,3|1|2|4,,,,,,,,1|2|3|4,3|2|4|1,3|4|1|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,40.18139648,-76.99690247,-1
R_XHawSEesf4Gi8Zr,Default Response Set,Anonymous,,,40.130.202.42,0,3/21/2017 10:01,3/21/2017 10:11,1,1,1,1,26.573,27.942,28.499,2,1,1,1,2,2,,,,,,,,,43.654,73.096,75.187,4,1,,,,,3,1,1,2,,,,,28.623,56.071,57.202,4,1,,,,,3,3,1,2,,,,,31.611,62.068,63.976,4,1,,,,,3,2,1,2,,,,,21.56,46.4,49.046,4,1,,,,,3,1,2,2,,,,,54.308,91.743,93.766,6,1,,,,,3,1,1,2,,,,,36.503,63.595,65.817,4,1,,,,,,,,,1,2,2,2,27.59,59.081,60.789,4,1,,,,,3,2,1,2,,,,,28.778,51.338,53.724,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,5,4,6,1,Story 5B|Story 6B|Story 8B|Story 3B|Story 1B|Story 4B|Story 7B|Story 2B,,Story1B|1B_Improb|1B_time,Story2b|2B_Immoral|2B_time,Story3b|3B_Immoral|3B_time,Story4b|4B_Immoral|4B_time,Story5b|5B_Immoral|5B_time,Story6b|6B_immoral|6B_time,Story7b|7B_Impossible|7B_time,story8b|8B_Immoral|8B_time,,,,,,,,,3|1|4|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,4|2|1|3,1|2|3|4,,,,,,,,,3|1|2|4,3|2|1|4,1|4|2|3,1|2|4|3,8|11|9|10,1|2|3|4,2|1|3|4,,,,,,,,,34.92730713,-80.72779846,-1
R_1lAY3sx2bppkSdN,Default Response Set,Anonymous,,,72.228.42.128,0,3/21/2017 10:01,3/21/2017 10:12,1,1,1,2,5.945,5.945,6.905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,2,2,6.131,20.65,22.642,5,1,,,,,,,,,1,2,2,2,7.351,13.318,14.908,4,1,1,1,2,2,,,,,,,,,27.033,46.833,50.836,8,1,,,,,,,,,1,2,2,2,383.551,393.199,395.867,4,1,,,,,,,,,1,2,2,2,9.085,18.275,19.868,4,1,,,,,3,3,1,2,,,,,26.019,48.214,50.393,4,1,,,,,,,,,1,2,2,2,15.1,26.769,28.037,4,1,1,1,2,2,,,,,,,,,30.27,39.019,41.292,4,,25,2,5,5,6,1,,Story 3G|Story 6G|Story 8G|Story 4G|Story 7G|Story 5G|Story 2G|Story 1G,,,,,,,,,Story1g|1G_Impossible|1G_time,Story2g|2G_Impossible|2G_time,Story3g|3G_Improbable|3G_time,Story4g|4G_impossible|4G_time,Story5g|5G_Impossible|5G_time,Story6g|6G_immoral|6G_time,Story7g|7G_impossible|7G_time,Story8g|8G_improbable|8G_time,,,,,,,,1|2|3|4,1|2|3|4,2|1|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,3|4|1|2,,,,,,,,,,,3|1|2|4,3|4|2|1,1|2|3|4,3|1|2|4,4|2|1|3,1|2|3|4,2|4|1|3,1|2|3|4,,,,,,,,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,4|3|1|2,1|2|3|4,1|2|3|4,1|2|3|4,43.05349731,-73.75170135,-1
R_cG4FfNaf5AJWJXj,Default Response Set,Anonymous,,,198.255.236.232,0,3/21/2017 10:07,3/21/2017 10:12,1,1,1,2,12.889,12.889,14.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,1,2,,,,,22.267,33.177,33.966,4,1,1,1,2,2,,,,,,,,,13.12,27.084,28.313,4,1,,,,,,,,,1,2,2,2,16.121,24.884,26.867,4,1,,,,,2,2,1,2,,,,,10.442,28.117,29.259,5,1,,,,,3,2,1,2,,,,,19.259,38.456,40.936,4,1,,,,,,,,,1,1,2,2,29.004,40.457,41.924,4,1,,,,,,,,,1,2,2,2,10.62,21.912,23.124,4,1,1,1,2,2,,,,,,,,,20.618,30.405,32.253,4,,31,2,5,5,5,1,,Story 6G|Story 5G|Story 3G|Story 4G|Story 8G|Story 7G|Story 2G|Story 1G,,,,,,,,,Story1g|1G_Immoral|1G_time,Story2g|2G_Improbable|2G_time,Story3g|3G_Impossible|3G_time,Story4g|4G_immoral|4G_time,Story5g|5G_Immoral|5G_time,Story6g|6G_impossible|6G_time,Story7g|7G_impossible|7G_time,Story8g|8G_improbable|8G_time,,,,,,,,1|2|3|4,4|3|1|2,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|4|2|3,,,,,,,,,,,1|2|3|4,1|2|3|4,2|3|4|1,1|2|3|4,1|2|3|4,3|4|1|2,4|1|3|2,1|2|3|4,,,,,,,,2|3|4|1,1|2|3|4,1|2|3|4,4|3|2|1,1|2|3|4,1|2|3|4,1|2|3|4,2|1|3|4,43.6947937,-70.29049683,-1
R_2riGJMda26RcMlE,Default Response Set,Anonymous,,,67.245.168.121,0,3/21/2017 10:04,3/21/2017 10:12,1,1,1,2,43.527,43.527,59.919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,2,2,20.835,29.086,30.305,5,1,1,1,2,2,,,,,,,,,13.995,24.536,25.235,5,1,,,,,2,2,1,2,,,,,23.982,40.311,56.053,4,1,1,1,2,2,,,,,,,,,44.736,56.709,58.515,5,1,,,,,,,,,1,2,2,2,12.024,19.238,44.383,4,1,1,1,2,2,,,,,,,,,66.384,98.694,99.635,7,1,1,2,2,2,,,,,,,,,20.59,36.073,42.088,4,1,1,1,1,2,,,,,,,,,10.92,23.059,25.565,4,,31,2,5,3,6,1,,Story 3G|Story 1G|Story 8G|Story 5G|Story 6G|Story 4G|Story 7G|Story 2G,,,,,,,,,Story1g|1G_Impossible|1G_time,Story2g|2G_Improbable|2G_time,Story3g|3G_Immoral|3G_time,Story4g|4G_improbable|4G_time,Story5g|5G_Impossible|5G_time,Story6g|6G_improbable|6G_time,Story7g|7G_improbable|7G_time,Story8g|8G_improbable|8G_time,,,,,,,,1|2|3|4,3|4|2|1,1|2|3|4,3|2|4|1,1|2|3|4,2|3|1|4,4|2|1|3,4|2|1|3,,,,,,,,,,,2|4|3|1,1|2|3|4,1|2|3|4,1|2|3|4,2|4|3|1,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,1|2|3|4,1|2|3|4,1|4|2|3,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,41.80140686,-74.83850098,-1
R_1IfNOwI4co5rZhR,Default Response Set,Anonymous,,,98.4.26.222,0,3/21/2017 10:06,3/21/2017 10:12,1,1,1,1,8.841,8.841,9.773,1,1,,,,,3,3,1,2,,,,,18.133,41.554,46.516,7,1,1,1,2,2,,,,,,,,,3.474,42.03,42.921,9,1,,,,,3,1,1,2,,,,,4.546,18.217,20.033,5,1,1,1,2,2,,,,,,,,,13.726,32.054,32.747,6,1,2,2,2,2,,,,,,,,,21.443,62.054,62.801,10,1,,,,,,,,,1,2,2,2,6.716,48.7,49.586,8,1,,,,,,,,,1,2,2,2,5.423,33.057,34.03,7,1,,,,,,,,,2,1,1,1,12.004,27.267,28.54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,5,5,7,1,Story 8B|Story 5B|Story 1B|Story 7B|Story 2B|Story 6B|Story 4B|Story 3B,,Story1B|1B_Immoral|1B_time,Story2b|2B_Improbable|2B_time,Story3b|3B_Immoral|3B_time,Story4b|4B_Improbable|4B_time,Story5b|5B_Improbable|5B_time,Story6b|6B_impossible|6B_time,Story7b|7B_Impossible|7B_time,story8b|8B_Impossible|8B_time,,,,,,,,,1|2|3|4,1|2|3|4,1|4|2|3,3|1|2|4,1|2|3|4,1|2|3|4,1|2|3|4,,,,,,,,,2|4|1|3,2|1|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|2|3|4,1|4|3|2,4|3|1|2,3|1|2|4,,,,,,,,,1|2|3|4,1|3|4|2,1|2|3|4,1|2|3|4,8|9|10|11,1|2|3|4,1|2|3|4,,,,,,,,,43.1750946,-78.7378006,-1
